Geo Point;Geo Shape;code_insee;commune;pole;existant;hierarchisation;type_reseau;type_amenagement;longueur_m;annee_creation;annee_refection;num_rev
43.681637522200944, 1.3951915541433109;"{""coordinates"": [[[1.393559779636369, 43.683168835377565], [1.39360536656838, 43.683089739305906], [1.393884490636865, 43.68291607891849], [1.394122368612645, 43.68271274514712], [1.394287776212962, 43.68255800939363], [1.395273955913138, 43.68161155272364], [1.395565007996964, 43.681342428874814], [1.395887166740679, 43.68100260192847], [1.396002710128049, 43.680867317747236], [1.396151666714197, 43.68068027296624], [1.396610441877274, 43.68004214462129], [1.396703089510261, 43.67998731381176]]], ""type"": ""MultiLineString""}";31182;Fenouillet;Nord;oui;3;RC;piste cyclable;437;0;0;
43.65543706134212, 1.450275012774176;"{""coordinates"": [[[1.449352509366322, 43.654715005844075], [1.449358441095394, 43.65475478852459], [1.449403481042181, 43.65479298706324], [1.449491428543745, 43.65483719615142], [1.449575542734989, 43.6548775926922], [1.450268112212094, 43.65536080551212], [1.450271417337508, 43.655401514374844], [1.450210752204227, 43.655450238863494], [1.450602710658005, 43.65573241158562], [1.450912081688199, 43.655960007872466], [1.451148913764817, 43.65608685402055], [1.451239841472487, 43.65612222007986]]], ""type"": ""MultiLineString""}";31282;Launaguet;Nord;oui;3;RC;piste cyclable;228;0;0;
43.69108006929817, 1.4239914606704323;"{""coordinates"": [[[1.425603923722048, 43.69079954873571], [1.425546998365975, 43.69089154290477], [1.425542486765008, 43.69093124379573], [1.425505221426554, 43.69098014224453], [1.42545227914099, 43.69103175493131], [1.425357829299421, 43.69106884074886], [1.425166675784178, 43.69112123423405], [1.424957771929631, 43.69113942279515], [1.424698413313811, 43.69113166091618], [1.424269961645355, 43.69109793760263], [1.423717843223676, 43.69104997271408], [1.423484617848189, 43.69103863363562], [1.423158692635416, 43.691036007543005], [1.42296954281037, 43.69104205310421], [1.422854629209829, 43.691053427187626], [1.422772202502937, 43.69107168569161], [1.422697456779137, 43.69109946679122], [1.422611222697672, 43.69115266626731], [1.422445622610107, 43.691196923507526], [1.422268110741278, 43.691217762141385]]], ""type"": ""MultiLineString""}";31467;Saint-Alban;Nord;oui;3;RC;piste cyclable;292;0;0;
43.58335216392567, 1.3454190235778414;"{""coordinates"": [[[1.344050583861083, 43.58439401116972], [1.345323703353246, 43.58355552016274], [1.345430351720842, 43.583481707991595], [1.345490756333175, 43.58352765260538], [1.345596185443121, 43.583527628079665], [1.345643482088426, 43.583501551259396], [1.345693589033816, 43.58346225199909], [1.345676555966256, 43.583390196068194], [1.345646142609599, 43.583340730590336], [1.345677404960173, 43.58326058133858], [1.345726159502324, 43.58322410932951], [1.346230849479704, 43.582928598953906], [1.346259300662783, 43.58286167196944], [1.346311122667631, 43.582718312327486], [1.346263059454343, 43.58263463112975], [1.345987275906671, 43.5823900060063], [1.345798622029312, 43.58230793290415], [1.345654906829357, 43.58234073534153]]], ""type"": ""MultiLineString""}";31557;Tournefeuille;Sud;oui;3;RC;piste cyclable;357;0;0;
43.57820199656335, 1.328525433557459;"{""coordinates"": [[[1.329221848272024, 43.57855587736691], [1.329089996465622, 43.57850266626525], [1.328861389746846, 43.57839844733022], [1.328728718170032, 43.578316843933415], [1.328530553970028, 43.578183564707814], [1.328357682155981, 43.57809308784435], [1.328107087500983, 43.57798110222899], [1.327930196568479, 43.57789815759787], [1.327862859331608, 43.57787768870754], [1.327831115745442, 43.57790862882128]]], ""type"": ""MultiLineString""}";31557;Tournefeuille;Sud;oui;2;RC;piste cyclable;138;0;0;
43.5756591923159, 1.3285868505187053;"{""coordinates"": [[[1.327559899603465, 43.577630883404055], [1.327586570136212, 43.577515691329104], [1.327594803918506, 43.5774126362641], [1.32759785848549, 43.57707772875877], [1.327599864944385, 43.57703611502637], [1.327637126693996, 43.57698724769245], [1.327726273195121, 43.57694925032965], [1.327809635255692, 43.57694431703196], [1.327832071836496, 43.576848955917704], [1.327806315880312, 43.57683264301643], [1.327726234319887, 43.57679692089246], [1.327692286069368, 43.57672660477332], [1.328541581941126, 43.575522161080215], [1.328627293217243, 43.57545574950634], [1.32879496526021, 43.57546764938938], [1.328849574833095, 43.57539338936906], [1.328799442319048, 43.57535699021161], [1.328735066409362, 43.57531573241193], [1.328720135330946, 43.57527491614765], [1.329209739245901, 43.574717264852666], [1.329489034685626, 43.57443780014424], [1.330172597117152, 43.573897337204514]]], ""type"": ""MultiLineString""}";31557;Tournefeuille;Sud;oui;2;RC;piste cyclable;511;0;0;
43.523432319599685, 1.3459165918027323;"{""coordinates"": [[[1.344347364451429, 43.524900728090806], [1.344407079883043, 43.52486854785184], [1.344475786663184, 43.52485613523918], [1.344636044164847, 43.52479368886642], [1.344798977196045, 43.52474345242373], [1.344973398992644, 43.5246938576163], [1.345020739444023, 43.52469190750389], [1.345094103644671, 43.52469893352325], [1.345196709750611, 43.52471808772222], [1.345267641303817, 43.52474276385804], [1.345375795402313, 43.52478732769812], [1.345509390925165, 43.5248262818115], [1.345602652944434, 43.52485103830533], [1.345717963659391, 43.52487348007357], [1.345771658125133, 43.5248795071582], [1.345818998105261, 43.524878035659], [1.345856977144663, 43.524869976800574], [1.345903292859342, 43.524845547860046], [1.345943698973922, 43.52480860856436], [1.345952208134795, 43.524761175907905], [1.345940280262155, 43.52472874437332], [1.345920043277616, 43.52469977869286], [1.345857633889795, 43.524663757312275], [1.345787487326792, 43.524632014788814], [1.345732666167171, 43.524597682967254], [1.34570565745703, 43.52456384151881], [1.345696282078963, 43.524485564666726], [1.345681623096441, 43.524456678875765], [1.345654061923104, 43.52441948225418], [1.34560789372375, 43.52436624785566], [1.345595347673622, 43.52434432268849], [1.345588452288474, 43.5243079011692], [1.345583622684615, 43.52425549687452], [1.345595058024291, 43.52423343644903], [1.345759173317896, 43.52409097472691], [1.345488417939506, 43.52390261081902], [1.345661284962202, 43.52377275794934], [1.346039571213296, 43.523491450191266], [1.346197134141059, 43.52337155762531], [1.346200348703324, 43.522938154757774], [1.346196683063613, 43.52291587792171], [1.346186907255255, 43.52288988181547], [1.34617409834274, 43.52286441483134], [1.346136145980957, 43.522834955880484], [1.346043564707085, 43.52276731655541], [1.345885560500894, 43.522659429849234], [1.345832824772862, 43.52261804810553], [1.34586503861336, 43.5225683280899], [1.345906979879032, 43.52252352434132], [1.346178851619618, 43.52228223917777], [1.346479390473199, 43.52201292776993], [1.34653059840105, 43.52193516042556], [1.346642592275618, 43.52197117509943], [1.347358155572263, 43.52123691882358]]], ""type"": ""MultiLineString""}";31588;Villeneuve-Tolosane;Sud;oui;3;RC;piste cyclable;649;0;0;
43.65126772349788, 1.4182377756298044;"{""coordinates"": [[[1.415510360715354, 43.653602942845154], [1.415574319342911, 43.65364560722339], [1.41566331728203, 43.653676556872156], [1.41590354807412, 43.65372053306572], [1.416502944989613, 43.65382106405464], [1.417126556134723, 43.65393026828636], [1.417618033977157, 43.65401001603271], [1.418095814159956, 43.654091140763995], [1.418334147563181, 43.65412569658218], [1.418503911193541, 43.65414470934232], [1.41858910966901, 43.65412813778236], [1.418663454083734, 43.654086904714056], [1.418712987617755, 43.65403281216956], [1.418776733623315, 43.65395752814894], [1.418939774196581, 43.6537370303461], [1.419069729695694, 43.65365639084056], [1.419164932056774, 43.65358675416085], [1.419406299228583, 43.65344869538374], [1.419638066272594, 43.653348062294384], [1.419813826028299, 43.653274828149904], [1.419898166035312, 43.6532358175482], [1.419956406137629, 43.653178192088525], [1.419980600243066, 43.65313157766784], [1.419980491756182, 43.652886420101375], [1.419973322523715, 43.65279895548306], [1.419978550540258, 43.652585182351814], [1.419978122301129, 43.652423199245106], [1.419970973366658, 43.65228278732436], [1.419947206960692, 43.65217603105911], [1.419894624881916, 43.651958346311154], [1.419910712448449, 43.651836510078375], [1.419950589400202, 43.651775067107664], [1.419941984243687, 43.65151666989868], [1.419930885106095, 43.651223895046854], [1.419950353364303, 43.65113809411746], [1.420028834033023, 43.65088149122069], [1.420102804491414, 43.65068794138715], [1.420234923462214, 43.650385125956525], [1.420321234070161, 43.65018704891112], [1.420389278467087, 43.65001975851454], [1.420432128321859, 43.64986020987474], [1.42038967862172, 43.64973574853653], [1.420364604475828, 43.649649339276344], [1.420304128957949, 43.64946073379878], [1.420241625655961, 43.64928342180614], [1.420218512472688, 43.649188328698436], [1.420266445516208, 43.64894643390411], [1.420276122184139, 43.64874561064223], [1.420246202404905, 43.6486462313194], [1.420187284024856, 43.64853588911624], [1.420017609451765, 43.648319710692746], [1.419902252975407, 43.64819764351276], [1.419822006206636, 43.64813395470153], [1.419757657985085, 43.64809447582094], [1.419686188351144, 43.648052814693514], [1.419581826882961, 43.64800548644325], [1.419488642999269, 43.64797030901974], [1.419405240758451, 43.64794517485481], [1.419308111782585, 43.64792350617377], [1.419215919835206, 43.64790555439058], [1.419081806305304, 43.64789694109899], [1.418909484528065, 43.64789406379293], [1.418787333637763, 43.647895523347124], [1.41857962571606, 43.64789998660755], [1.418495968194675, 43.647912926032184], [1.418414224719041, 43.6479347605888], [1.418305450033392, 43.64797448026138], [1.418201248121794, 43.648031474675555], [1.418122341087021, 43.64808255653455], [1.418032218170493, 43.64815069907129], [1.417934635526456, 43.648229693461815], [1.417877599470169, 43.64837913584209], [1.417802466892741, 43.64860919613296], [1.417783005028035, 43.64866837903297], [1.417676133404, 43.64891471869452], [1.417599805029423, 43.649074694329606], [1.417332235020629, 43.649410372054746], [1.417242188869807, 43.64948022365909], [1.417069775467684, 43.64980124888269], [1.417009159212866, 43.64990554412456], [1.417003055088309, 43.650140739846904], [1.416872667035556, 43.65044982487678], [1.416670301194874, 43.65081314442254], [1.416633862354497, 43.65088149669411], [1.416541051967933, 43.651025234592964], [1.416488715389568, 43.65115961496164], [1.416454864783028, 43.65127390686872], [1.416409596702329, 43.651440201497614], [1.416387144393825, 43.65158534527047], [1.416331628420736, 43.65195291944626], [1.416238079472464, 43.652595306550744], [1.416242275619024, 43.65269965679896], [1.416169778694993, 43.65281918453776], [1.415857646915456, 43.65314350355408], [1.415536753041809, 43.65345992019065], [1.415489497652924, 43.653536472610185], [1.415492754165991, 43.653577201949105], [1.415510360715354, 43.653602942845154]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;3;RC;voie verte;1806;0;0;
43.620348197055826, 1.5115685107955108;"{""coordinates"": [[[1.512234213723728, 43.62108511380191], [1.512068602875104, 43.62091171305263], [1.511810710074087, 43.6206307295824], [1.511059251160033, 43.61978320392511], [1.510965850344407, 43.61956869835308]]], ""type"": ""MultiLineString""}";31044;Balma;Est;oui;3;RC;voie verte;198;0;0;
43.58023130982886, 1.5383101860965096;"{""coordinates"": [[[1.534856187408234, 43.581764237840034], [1.534938420223866, 43.581649394576615], [1.535081294276116, 43.58147726817413], [1.535157781661691, 43.581402120237954], [1.535349647776119, 43.58126439999951], [1.535423159632636, 43.58120176510553], [1.535478821277825, 43.581141428157764], [1.535504370213709, 43.581095390399916], [1.535588418851482, 43.58104777686093], [1.535669273418602, 43.58100012278427], [1.535730309912267, 43.58098157924336], [1.535846464112227, 43.58092432585432], [1.536109880946126, 43.580799397545945], [1.536320114093938, 43.580713062772496], [1.536676751165275, 43.580607223050066], [1.536994210220398, 43.58052292909898], [1.537163981153116, 43.58047966216856], [1.537366966821921, 43.58041351762058], [1.537699669417727, 43.58032346061937], [1.537939372655541, 43.580256179141664], [1.538275677894247, 43.580168672308396], [1.5386178897163, 43.58007647522113], [1.538856222613762, 43.580007381282655], [1.538941977452511, 43.57997678495054], [1.538980889062033, 43.57995023242377], [1.539008071207517, 43.57992430577023], [1.539034589192138, 43.579882143268044], [1.539040799388446, 43.57984513254323], [1.539037021398959, 43.57982499356698], [1.539138147638335, 43.57981854641446], [1.539225126885918, 43.57978178441477], [1.539264676934962, 43.57981705467209], [1.539309802540271, 43.57984080590957], [1.539353045401252, 43.5798552610183], [1.539403851329853, 43.579863630772195], [1.539471956081362, 43.57986062787373], [1.539531556185831, 43.57985751744113], [1.539652842364065, 43.57985209704024], [1.539809488786289, 43.579835532080544], [1.539978889728703, 43.57980601900621], [1.540187800571799, 43.57975545348555], [1.541645421707731, 43.579265211447044], [1.541993087164015, 43.579153174742785]]], ""type"": ""MultiLineString""}";31445;Quint-Fonsegrives;Est;oui;2;RC;piste cyclable;675;2022;0;
43.64848318185658, 1.323546825505193;"{""coordinates"": [[[1.324923623234029, 43.64790678296348], [1.324879392052728, 43.64790260269121], [1.324772791261874, 43.64788840509805], [1.324607162942686, 43.647897333225465], [1.324430721452891, 43.64792981874523], [1.324154711077012, 43.6479935836603], [1.323837662062715, 43.648095771704654], [1.323762790415626, 43.64813105668997], [1.323546089970196, 43.64830888723417], [1.323429467927991, 43.64842516695399], [1.323316871035302, 43.64853391223256], [1.323280931566689, 43.648578059667166], [1.323169460354456, 43.64862058468337], [1.322907585988174, 43.64877246412469], [1.322858698523246, 43.64881271109934], [1.322838521941021, 43.64884943124937], [1.322825588568726, 43.64899785980092], [1.322831183370176, 43.64905184039207], [1.322814910147792, 43.64916617684247], [1.322742767260835, 43.64929151624618], [1.322484835146482, 43.64951628713266]]], ""type"": ""MultiLineString""}";31150;Cornebarrieu;Ouest;oui;5;IC;itineraire conseille;292;0;0;
43.53553357732468, 1.3480423764808982;"{""coordinates"": [[[1.34894358381798, 43.536428668594326], [1.34890009756745, 43.53638382160533], [1.348280063558511, 43.53565649902832], [1.347942896387104, 43.535440672035534], [1.347801445881099, 43.53550093449768], [1.347444267348944, 43.53500108674773], [1.347245687437974, 43.534583994676105]]], ""type"": ""MultiLineString""}";31157;Cugnaux;Sud;oui;3;RC;piste cyclable;262;0;0;
43.668484571876036, 1.481504073771064;"{""coordinates"": [[[1.485337203334111, 43.66698460032028], [1.485103369643346, 43.66710843595284], [1.484627486260146, 43.667279406904484], [1.484501845293875, 43.667306099982035], [1.484091765619034, 43.66745534257741], [1.483739429598434, 43.66761231517284], [1.483568715918447, 43.66766617719854], [1.483176329326763, 43.66778096351075], [1.483023754662015, 43.66785886755602], [1.482901409758752, 43.668035119150815], [1.48277207827244, 43.66814175609903], [1.482303328661152, 43.6682836084664], [1.482037536618962, 43.66828744626173], [1.481874169705115, 43.66836586439256], [1.481693250094535, 43.6684733483027], [1.481503940236625, 43.668512365582025], [1.481093307546521, 43.66866077484337], [1.480689133880848, 43.668789277488834], [1.480244317693658, 43.66899595721805], [1.479527982473422, 43.66939456762857], [1.478797061940307, 43.669797315532], [1.478626735724703, 43.669786014923915], [1.477969332444918, 43.668949747362625]]], ""type"": ""MultiLineString""}";31561;L'Union;Nord;oui;3;RC;voie verte;744;2003;0;
43.68754832757254, 1.4414143001386062;"{""coordinates"": [[[1.440874863157656, 43.68805606799653], [1.441917061799533, 43.68707771032831], [1.441872462110911, 43.687046286889526]]], ""type"": ""MultiLineString""}";31116;Castelginest;Nord;oui;3;RC;piste cyclable;142;0;0;
43.66998633515693, 1.4225729820301831;"{""coordinates"": [[[1.420671527952673, 43.668909636405495], [1.420666115671801, 43.66900799057658], [1.420683248807918, 43.66908003479791], [1.420783717375499, 43.66915842858329], [1.421369979007031, 43.669430918980176], [1.424627488272787, 43.670947326265264]]], ""type"": ""MultiLineString""}";31022;Aucamville;Nord;oui;5;IC;itineraire conseille;399;0;0;
